,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,mood_vectors
32,Baddie,1,0QqnqTrwAAN08SkQ0tDtZd,Baddie,spotify:track:0QqnqTrwAAN08SkQ0tDtZd,https://p.scdn.co/mp3-preview/8246c0f7bbff73e355d2d71e6c6f77fc7d5e0275?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0nBwXujeGS6p2EJCQsUeDe'}, 'href': 'https://api.spotify.com/v1/artists/0nBwXujeGS6p2EJCQsUeDe', 'id': '0nBwXujeGS6p2EJCQsUeDe', 'name': 'Abboye', 'type': 'artist', 'uri': 'spotify:artist:0nBwXujeGS6p2EJCQsUeDe'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1onW0aoWIXT09Pb9REqwO5'}, 'href': 'https://api.spotify.com/v1/artists/1onW0aoWIXT09Pb9REqwO5', 'id': '1onW0aoWIXT09Pb9REqwO5', 'name': 'LIL Rock Look', 'type': 'artist', 'uri': 'spotify:artist:1onW0aoWIXT09Pb9REqwO5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.578,0.567,26,"[0.567, 0.578]"
33,Risaune Bhaye,1,107dfwT1uvQLnwlijb6S3P,Risaune Bhaye,spotify:track:107dfwT1uvQLnwlijb6S3P,https://p.scdn.co/mp3-preview/797ab3c9af4daa5161e05aad6234fc0488c5df8f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.51,0.587,32,"[0.587, 0.51]"
34,Harauna Deu,1,5x9MSWrQkwN5KiiSi4esDo,Harauna Deu,spotify:track:5x9MSWrQkwN5KiiSi4esDo,https://p.scdn.co/mp3-preview/4baa6e2e2e2e08bbd999a47bd7d520f856a3f65a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3weEbZpMIvB6dHJjuXqcqB'}, 'href': 'https://api.spotify.com/v1/artists/3weEbZpMIvB6dHJjuXqcqB', 'id': '3weEbZpMIvB6dHJjuXqcqB', 'name': 'Swoopna Suman', 'type': 'artist', 'uri': 'spotify:artist:3weEbZpMIvB6dHJjuXqcqB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2K1BZIx9cSYIaWJe31MqMT'}, 'href': 'https://api.spotify.com/v1/artists/2K1BZIx9cSYIaWJe31MqMT', 'id': '2K1BZIx9cSYIaWJe31MqMT', 'name': 'Foeseal', 'type': 'artist', 'uri': 'spotify:artist:2K1BZIx9cSYIaWJe31MqMT'}]",0.648,0.467,36,"[0.467, 0.648]"
35,Get Together (feat. Sushant KC),1,09E7itfoqdjaQnDAXbPtyo,Get Together (feat. Sushant KC),spotify:track:09E7itfoqdjaQnDAXbPtyo,https://p.scdn.co/mp3-preview/6ce35a43a307d3652a2fba16891a610c243d36c6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.745,0.696,22,"[0.696, 0.745]"
36,Dhanyabad,1,6oW8kYgJuE2MwizsNldw33,Dhanyabad,spotify:track:6oW8kYgJuE2MwizsNldw33,https://p.scdn.co/mp3-preview/494f30707cb7b4cef4aa8d2e3ad6c24f6708776c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2K1BZIx9cSYIaWJe31MqMT'}, 'href': 'https://api.spotify.com/v1/artists/2K1BZIx9cSYIaWJe31MqMT', 'id': '2K1BZIx9cSYIaWJe31MqMT', 'name': 'Foeseal', 'type': 'artist', 'uri': 'spotify:artist:2K1BZIx9cSYIaWJe31MqMT'}]",0.723,0.435,30,"[0.435, 0.723]"
37,Don't Worry(Remix),1,6ZLZvfDtpDBZjSx4ZwUlqQ,Don't Worry(Remix),spotify:track:6ZLZvfDtpDBZjSx4ZwUlqQ,https://p.scdn.co/mp3-preview/5bd442883e47cedee8d217cd35508326db1409dd?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1DRHcln51pmyRMUNNO38hj'}, 'href': 'https://api.spotify.com/v1/artists/1DRHcln51pmyRMUNNO38hj', 'id': '1DRHcln51pmyRMUNNO38hj', 'name': 'Utsav', 'type': 'artist', 'uri': 'spotify:artist:1DRHcln51pmyRMUNNO38hj'}]",0.676,0.277,26,"[0.277, 0.676]"
38,Aasha,1,2uFqhpsEnec3AzAfnGS3SO,Aasha,spotify:track:2uFqhpsEnec3AzAfnGS3SO,https://p.scdn.co/mp3-preview/cf0819aaccc400df6e4447b7c0a087d371695629?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.0525,0.169,30,"[0.169, 0.0525]"
39,Timro Maya,1,16ssbV7tWSa8fEkBCosuuS,Timro Maya,spotify:track:16ssbV7tWSa8fEkBCosuuS,https://p.scdn.co/mp3-preview/87bf5e194d0c0cf8b85ef503047d9e12397c4589?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.337,0.354,37,"[0.354, 0.337]"
40,Kheladi,1,2c5SddjkahATG7IlM4ecim,Kheladi,spotify:track:2c5SddjkahATG7IlM4ecim,https://p.scdn.co/mp3-preview/d61bde51b51e25866fa62a61577b8fe002ddfef3?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1DRHcln51pmyRMUNNO38hj'}, 'href': 'https://api.spotify.com/v1/artists/1DRHcln51pmyRMUNNO38hj', 'id': '1DRHcln51pmyRMUNNO38hj', 'name': 'Utsav', 'type': 'artist', 'uri': 'spotify:artist:1DRHcln51pmyRMUNNO38hj'}]",0.597,0.426,37,"[0.426, 0.597]"
41,Fakauna Ma,1,1eLIWZZt7AIXgLLiGOl4hq,Fakauna Ma,spotify:track:1eLIWZZt7AIXgLLiGOl4hq,https://p.scdn.co/mp3-preview/51ca0f4aca70b8b7916782934cb21b2fb2d8eba5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1onW0aoWIXT09Pb9REqwO5'}, 'href': 'https://api.spotify.com/v1/artists/1onW0aoWIXT09Pb9REqwO5', 'id': '1onW0aoWIXT09Pb9REqwO5', 'name': 'LIL Rock Look', 'type': 'artist', 'uri': 'spotify:artist:1onW0aoWIXT09Pb9REqwO5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2JI0PkN7PH9D7sa4lnnLTa'}, 'href': 'https://api.spotify.com/v1/artists/2JI0PkN7PH9D7sa4lnnLTa', 'id': '2JI0PkN7PH9D7sa4lnnLTa', 'name': 'Sheeesh Hardik', 'type': 'artist', 'uri': 'spotify:artist:2JI0PkN7PH9D7sa4lnnLTa'}]",0.518,0.298,39,"[0.298, 0.518]"
42,Praapti,1,3RcWUVnw001ARTigCvMc58,Praapti,spotify:track:3RcWUVnw001ARTigCvMc58,https://p.scdn.co/mp3-preview/e634de66c1b30768feea66f07920627c05cd583b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.501,0.519,0,"[0.519, 0.501]"
43,Bhram,1,0ziCrjzQDXAGSkvc5wDEea,Bhram,spotify:track:0ziCrjzQDXAGSkvc5wDEea,https://p.scdn.co/mp3-preview/c32a77165a079b036c15c3035603a18730cc3a92?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1TTBZsGzX0VX46kRBsiCmf'}, 'href': 'https://api.spotify.com/v1/artists/1TTBZsGzX0VX46kRBsiCmf', 'id': '1TTBZsGzX0VX46kRBsiCmf', 'name': 'Dechen Phinasa', 'type': 'artist', 'uri': 'spotify:artist:1TTBZsGzX0VX46kRBsiCmf'}]",0.306,0.316,27,"[0.316, 0.306]"
44,Vishakta,1,0kOZVoRjzb4adBCPc4qGdO,Vishakta,spotify:track:0kOZVoRjzb4adBCPc4qGdO,https://p.scdn.co/mp3-preview/24de086af49348963d76b0e59af9a06158672a94?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.397,0.136,35,"[0.136, 0.397]"
45,Shuddatah,1,2FEHoxVdfZaR2jGjOL7xUH,Shuddatah,spotify:track:2FEHoxVdfZaR2jGjOL7xUH,https://p.scdn.co/mp3-preview/f335a818981779d9389ce307b877ba27892bc94a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.642,0.24,33,"[0.24, 0.642]"
46,Paristhiti,1,6oWIm8CJXWWDUhBC2oriUp,Paristhiti,spotify:track:6oWIm8CJXWWDUhBC2oriUp,https://p.scdn.co/mp3-preview/f6d37d99c611b6cd5fcdf1ffb922e8a71d666359?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.516,0.339,42,"[0.339, 0.516]"
47,Chalchitra,1,1BnYubqUClM2zH5Z2tmuE3,Chalchitra,spotify:track:1BnYubqUClM2zH5Z2tmuE3,https://p.scdn.co/mp3-preview/7d4008e797aa831741cf2d5b472c6cc381acc90e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.382,0.155,43,"[0.155, 0.382]"
48,Timi Sangai,1,3CV247i47dzbOrrn4DXzUg,Timi Sangai,spotify:track:3CV247i47dzbOrrn4DXzUg,https://p.scdn.co/mp3-preview/2a483375fdde05d4c5a1bd1cab45ae77c998d3eb?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.458,0.646,62,"[0.646, 0.458]"
49,Bhawana,1,1fhQdh1dvA8eK5Jra2EFhN,Bhawana,spotify:track:1fhQdh1dvA8eK5Jra2EFhN,https://p.scdn.co/mp3-preview/83de55e19d8d6b0f98af9d254b43b81d1fea9311?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6oZ8zT8BKd0AuacRw3wqvM'}, 'href': 'https://api.spotify.com/v1/artists/6oZ8zT8BKd0AuacRw3wqvM', 'id': '6oZ8zT8BKd0AuacRw3wqvM', 'name': 'TWK', 'type': 'artist', 'uri': 'spotify:artist:6oZ8zT8BKd0AuacRw3wqvM'}]",0.594,0.354,49,"[0.354, 0.594]"
50,Kahi Katai,1,1VoiwNjRmWQAyXLs4NZog7,Kahi Katai,spotify:track:1VoiwNjRmWQAyXLs4NZog7,https://p.scdn.co/mp3-preview/d85695ebbe3890ee3c43ee744a3e34aefc15d009?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.225,0.342,41,"[0.342, 0.225]"
51,Yo Safar,1,0H3AplKbvS0ckDaG58vtvX,Yo Safar,spotify:track:0H3AplKbvS0ckDaG58vtvX,https://p.scdn.co/mp3-preview/bcae6fb25682a61f63224829b3fb1302e4ab4430?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.664,0.915,33,"[0.915, 0.664]"
52,Drishya,1,6sVqeqzRZzAMZ64xuhPiIM,Drishya,spotify:track:6sVqeqzRZzAMZ64xuhPiIM,https://p.scdn.co/mp3-preview/94497956febad9ba0c5e6d3f557664971be2c2db?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.337,0.251,44,"[0.251, 0.337]"
53,K Garu?,1,6qNj9oEB2CeMdwTwvWpAqC,K Garu?,spotify:track:6qNj9oEB2CeMdwTwvWpAqC,https://p.scdn.co/mp3-preview/a74969f1243447a44b46aab27460bc14c876475e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.334,0.278,49,"[0.278, 0.334]"
54,Udi Jau,1,1rhsWndzE6PppWHW1oKb1o,Udi Jau,spotify:track:1rhsWndzE6PppWHW1oKb1o,https://p.scdn.co/mp3-preview/0b6a8c99ca87680169c3ef0a93e5383cb517cd50?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.339,0.425,40,"[0.425, 0.339]"
55,Jaha Bhaye Ni,1,6pgkEoWmO4MvkZFpBBK0Uh,Jaha Bhaye Ni,spotify:track:6pgkEoWmO4MvkZFpBBK0Uh,https://p.scdn.co/mp3-preview/612cdfd2dea443cd568311c1e1b11fe58a091704?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.351,0.233,40,"[0.233, 0.351]"
56,Sunideu,1,3VFXOfNBG6hPk2VpT9yrlU,Sunideu,spotify:track:3VFXOfNBG6hPk2VpT9yrlU,https://p.scdn.co/mp3-preview/71d463798b4581628bbb4ac1dae770327610272b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.273,0.612,54,"[0.612, 0.273]"
57,Mann Ka Bhawana,1,0Wv3F9mVrZIoVnoj3DFeJi,Mann Ka Bhawana,spotify:track:0Wv3F9mVrZIoVnoj3DFeJi,https://p.scdn.co/mp3-preview/8be4c37553e8cb94178eef9e3f12ffce5b237cd0?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4RdvM1ZV9Qpkf9Og8jqu6N'}, 'href': 'https://api.spotify.com/v1/artists/4RdvM1ZV9Qpkf9Og8jqu6N', 'id': '4RdvM1ZV9Qpkf9Og8jqu6N', 'name': 'Shaktay', 'type': 'artist', 'uri': 'spotify:artist:4RdvM1ZV9Qpkf9Og8jqu6N'}]",0.411,0.266,57,"[0.266, 0.411]"
58,Timrai Tira - Single,1,5PtkQwkkPQTxkSMQUxrE5z,Timrai Tira,spotify:track:5PtkQwkkPQTxkSMQUxrE5z,https://p.scdn.co/mp3-preview/e1e4ed5a64f7739ffb6985c879f8a664345bb852?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.443,0.46,55,"[0.46, 0.443]"
59,Sano - Single,1,1e201ihMNUllVukCnJcB08,Sano,spotify:track:1e201ihMNUllVukCnJcB08,https://p.scdn.co/mp3-preview/50f65f8e6bebd63f66d0371ced55c96d8cabb21b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.282,0.396,52,"[0.396, 0.282]"
60,Teri Kami,1,3pNn06l2Duz4EVaY06XFOQ,Teri Kami,spotify:track:3pNn06l2Duz4EVaY06XFOQ,https://p.scdn.co/mp3-preview/63591cda863306a7aab1fc7a2842e75cd16bded3?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3mOWS2HCVfTNCiPiRuDqdf'}, 'href': 'https://api.spotify.com/v1/artists/3mOWS2HCVfTNCiPiRuDqdf', 'id': '3mOWS2HCVfTNCiPiRuDqdf', 'name': 'J Trix', 'type': 'artist', 'uri': 'spotify:artist:3mOWS2HCVfTNCiPiRuDqdf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5gaMl96xYZFF9gWsfvDDqp'}, 'href': 'https://api.spotify.com/v1/artists/5gaMl96xYZFF9gWsfvDDqp', 'id': '5gaMl96xYZFF9gWsfvDDqp', 'name': 'Subham Kar', 'type': 'artist', 'uri': 'spotify:artist:5gaMl96xYZFF9gWsfvDDqp'}]",0.454,0.225,18,"[0.225, 0.454]"
61,Kasari,1,2rXfg1yLOb8tKgSM7Xj5UH,Kasari,spotify:track:2rXfg1yLOb8tKgSM7Xj5UH,https://p.scdn.co/mp3-preview/750f595fd70b32f049e5da0f7de20a7f426acb24?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1D0B4qrMRfjzDfBlijs3YH'}, 'href': 'https://api.spotify.com/v1/artists/1D0B4qrMRfjzDfBlijs3YH', 'id': '1D0B4qrMRfjzDfBlijs3YH', 'name': 'Yabesh Thapa', 'type': 'artist', 'uri': 'spotify:artist:1D0B4qrMRfjzDfBlijs3YH'}]",0.357,0.424,40,"[0.424, 0.357]"
62,Fewataal,1,3OYndaP8Xqerl51a1zk3hR,Fewataal,spotify:track:3OYndaP8Xqerl51a1zk3hR,https://p.scdn.co/mp3-preview/040c46206e306a2517cd53a704adabc9b6b98213?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1D0B4qrMRfjzDfBlijs3YH'}, 'href': 'https://api.spotify.com/v1/artists/1D0B4qrMRfjzDfBlijs3YH', 'id': '1D0B4qrMRfjzDfBlijs3YH', 'name': 'Yabesh Thapa', 'type': 'artist', 'uri': 'spotify:artist:1D0B4qrMRfjzDfBlijs3YH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1JjfJkJQTU0jYDABpyqdau'}, 'href': 'https://api.spotify.com/v1/artists/1JjfJkJQTU0jYDABpyqdau', 'id': '1JjfJkJQTU0jYDABpyqdau', 'name': 'Dong', 'type': 'artist', 'uri': 'spotify:artist:1JjfJkJQTU0jYDABpyqdau'}]",0.819,0.426,47,"[0.426, 0.819]"
