,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,mood_vectors
1084,Secret Lullabies,3,7z1QcotFM2KWX1WRS0cVgu,Surya namaskar,spotify:track:7z1QcotFM2KWX1WRS0cVgu,https://p.scdn.co/mp3-preview/00827bff63e6feb350b0fe4dd95b3041884e6126?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4iJdqHLAdAbYvCrB5hDnHM'}, 'href': 'https://api.spotify.com/v1/artists/4iJdqHLAdAbYvCrB5hDnHM', 'id': '4iJdqHLAdAbYvCrB5hDnHM', 'name': 'Benny Bernstein', 'type': 'artist', 'uri': 'spotify:artist:4iJdqHLAdAbYvCrB5hDnHM'}]",0.102,0.0375,32,"[0.0375, 0.102]"
1085,Secret Lullabies,4,1W5RMugQWualuhnM9xa8vd,Sleepy Ambience,spotify:track:1W5RMugQWualuhnM9xa8vd,https://p.scdn.co/mp3-preview/c7f73c5fd670311851087565556bf70b269a7299?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3TKZ3hYgWYe60qY1RtjGdl'}, 'href': 'https://api.spotify.com/v1/artists/3TKZ3hYgWYe60qY1RtjGdl', 'id': '3TKZ3hYgWYe60qY1RtjGdl', 'name': 'Shiorishi', 'type': 'artist', 'uri': 'spotify:artist:3TKZ3hYgWYe60qY1RtjGdl'}]",0.0826,0.142,31,"[0.142, 0.0826]"
1086,Secret Lullabies,5,1bZcvCH3IqM3y8PicjfjFG,Bionic,spotify:track:1bZcvCH3IqM3y8PicjfjFG,https://p.scdn.co/mp3-preview/17f6ddcebba8b52353cbad844d5a6637a15e1897?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6vz9kIJB249V5DbMMH0WZA'}, 'href': 'https://api.spotify.com/v1/artists/6vz9kIJB249V5DbMMH0WZA', 'id': '6vz9kIJB249V5DbMMH0WZA', 'name': 'Solvekin', 'type': 'artist', 'uri': 'spotify:artist:6vz9kIJB249V5DbMMH0WZA'}]",0.105,0.0429,31,"[0.0429, 0.105]"
1087,Secret Lullabies,6,3LrI403bqzFXMJ3nnC7VUu,Grace of Spirits,spotify:track:3LrI403bqzFXMJ3nnC7VUu,https://p.scdn.co/mp3-preview/08cef560f733384ccd8260d12ea9bb15723aab30?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0BEpdzw7miNt2KI9qIFwAw'}, 'href': 'https://api.spotify.com/v1/artists/0BEpdzw7miNt2KI9qIFwAw', 'id': '0BEpdzw7miNt2KI9qIFwAw', 'name': 'Grace of Spirits', 'type': 'artist', 'uri': 'spotify:artist:0BEpdzw7miNt2KI9qIFwAw'}]",0.101,0.0356,28,"[0.0356, 0.101]"
1088,Secret Lullabies,7,07fQc5Olbo2hajIQaOPat8,Restful State,spotify:track:07fQc5Olbo2hajIQaOPat8,https://p.scdn.co/mp3-preview/adc1ffcb7874d4d452c4c92d71cca04a449e7926?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3qb2NGLwXOWT1wPELJcPp8'}, 'href': 'https://api.spotify.com/v1/artists/3qb2NGLwXOWT1wPELJcPp8', 'id': '3qb2NGLwXOWT1wPELJcPp8', 'name': 'Leia Calhoun', 'type': 'artist', 'uri': 'spotify:artist:3qb2NGLwXOWT1wPELJcPp8'}]",0.11,0.0345,32,"[0.0345, 0.11]"
1089,Secret Lullabies,8,2OvpIzu1JTEXku3qrWyTjU,Sleeping Tide,spotify:track:2OvpIzu1JTEXku3qrWyTjU,https://p.scdn.co/mp3-preview/4f4a8b05be6313a084cac07906177ae4b1fdd1dc?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1X1f0eZsNTvUUZ48ZGmFtd'}, 'href': 'https://api.spotify.com/v1/artists/1X1f0eZsNTvUUZ48ZGmFtd', 'id': '1X1f0eZsNTvUUZ48ZGmFtd', 'name': 'Deep Watch', 'type': 'artist', 'uri': 'spotify:artist:1X1f0eZsNTvUUZ48ZGmFtd'}]",0.119,0.0312,32,"[0.0312, 0.119]"
1090,Secret Lullabies,9,7coCiUQiWd2GiNlQlcjE9V,Nickerchen,spotify:track:7coCiUQiWd2GiNlQlcjE9V,https://p.scdn.co/mp3-preview/d07bf3114e3e7eec2fa3c9ccfeb996f80e641efe?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7DuaR3ytZuM3RftLPU1aLZ'}, 'href': 'https://api.spotify.com/v1/artists/7DuaR3ytZuM3RftLPU1aLZ', 'id': '7DuaR3ytZuM3RftLPU1aLZ', 'name': 'Biqram', 'type': 'artist', 'uri': 'spotify:artist:7DuaR3ytZuM3RftLPU1aLZ'}]",0.0607,0.0372,33,"[0.0372, 0.0607]"
1091,Secret Lullabies,10,1NCusCYRiU69BFTAoODDpJ,The Ecosphere,spotify:track:1NCusCYRiU69BFTAoODDpJ,https://p.scdn.co/mp3-preview/84d74c649921aeaceb6d3341b98c6dfb99d96bed?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6vz9kIJB249V5DbMMH0WZA'}, 'href': 'https://api.spotify.com/v1/artists/6vz9kIJB249V5DbMMH0WZA', 'id': '6vz9kIJB249V5DbMMH0WZA', 'name': 'Solvekin', 'type': 'artist', 'uri': 'spotify:artist:6vz9kIJB249V5DbMMH0WZA'}]",0.0992,0.0355,29,"[0.0355, 0.0992]"
1092,Secret Lullabies,11,42V3tckPVDzVdSfDLW5FPC,Envisional,spotify:track:42V3tckPVDzVdSfDLW5FPC,https://p.scdn.co/mp3-preview/3177b26af31434c4aa995668227386bdf96c4dbe?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3TKZ3hYgWYe60qY1RtjGdl'}, 'href': 'https://api.spotify.com/v1/artists/3TKZ3hYgWYe60qY1RtjGdl', 'id': '3TKZ3hYgWYe60qY1RtjGdl', 'name': 'Shiorishi', 'type': 'artist', 'uri': 'spotify:artist:3TKZ3hYgWYe60qY1RtjGdl'}]",0.16,0.0363,28,"[0.0363, 0.16]"
1093,Secret Lullabies,12,6gBwPh13isPBL1TJiJonqD,Saimaa,spotify:track:6gBwPh13isPBL1TJiJonqD,https://p.scdn.co/mp3-preview/cd0f09dc737de756cb4fb4ed41af9e53f171c6e9?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0BEpdzw7miNt2KI9qIFwAw'}, 'href': 'https://api.spotify.com/v1/artists/0BEpdzw7miNt2KI9qIFwAw', 'id': '0BEpdzw7miNt2KI9qIFwAw', 'name': 'Grace of Spirits', 'type': 'artist', 'uri': 'spotify:artist:0BEpdzw7miNt2KI9qIFwAw'}]",0.0793,0.152,34,"[0.152, 0.0793]"
1094,Secret Lullabies,13,3mXwCpw2BPgdl7Bw0LkjuL,Drifting Away,spotify:track:3mXwCpw2BPgdl7Bw0LkjuL,https://p.scdn.co/mp3-preview/0723719333df116138022961aa36ab6fc1af8fb1?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2QQ1ZERnEQtDhSz0CgNfZk'}, 'href': 'https://api.spotify.com/v1/artists/2QQ1ZERnEQtDhSz0CgNfZk', 'id': '2QQ1ZERnEQtDhSz0CgNfZk', 'name': 'Chandar Pryce', 'type': 'artist', 'uri': 'spotify:artist:2QQ1ZERnEQtDhSz0CgNfZk'}]",0.635,0.0703,1,"[0.0703, 0.635]"
1095,Guidance,1,7AJdmi30XVnx4YewJwHX3g,Lunarion,spotify:track:7AJdmi30XVnx4YewJwHX3g,https://p.scdn.co/mp3-preview/25e6fad4612cbac2236c4ccb7c2522d47cfc98c2?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7hmQZeTq3L5AEXERGniG0L'}, 'href': 'https://api.spotify.com/v1/artists/7hmQZeTq3L5AEXERGniG0L', 'id': '7hmQZeTq3L5AEXERGniG0L', 'name': 'Leonida Vess', 'type': 'artist', 'uri': 'spotify:artist:7hmQZeTq3L5AEXERGniG0L'}]",0.103,0.0391,29,"[0.0391, 0.103]"
1096,Guidance,2,2VtMrI6r9NUpFZ2gRHO4ia,Key of Dreams,spotify:track:2VtMrI6r9NUpFZ2gRHO4ia,https://p.scdn.co/mp3-preview/d9c0dbad2b503c71f9f25cc6d5cc22be3011436c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0nANwaZRGTb7WGdIqZ9bki'}, 'href': 'https://api.spotify.com/v1/artists/0nANwaZRGTb7WGdIqZ9bki', 'id': '0nANwaZRGTb7WGdIqZ9bki', 'name': 'Whispers In Haze', 'type': 'artist', 'uri': 'spotify:artist:0nANwaZRGTb7WGdIqZ9bki'}]",0.0318,0.0353,29,"[0.0353, 0.0318]"
1097,Guidance,3,1siE49dtQWcBxF0E9zGMQW,Guidance,spotify:track:1siE49dtQWcBxF0E9zGMQW,https://p.scdn.co/mp3-preview/f29ac127c2c79169e41f80d5f18a727f5efa97cf?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6vz9kIJB249V5DbMMH0WZA'}, 'href': 'https://api.spotify.com/v1/artists/6vz9kIJB249V5DbMMH0WZA', 'id': '6vz9kIJB249V5DbMMH0WZA', 'name': 'Solvekin', 'type': 'artist', 'uri': 'spotify:artist:6vz9kIJB249V5DbMMH0WZA'}]",0.0721,0.0377,28,"[0.0377, 0.0721]"
1098,Guidance,4,6VlYIJBh0hZBcXU5Uj042w,Aaerial Heart,spotify:track:6VlYIJBh0hZBcXU5Uj042w,https://p.scdn.co/mp3-preview/16af0013c9533865602b42cc39f3321d797c7488?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6vz9kIJB249V5DbMMH0WZA'}, 'href': 'https://api.spotify.com/v1/artists/6vz9kIJB249V5DbMMH0WZA', 'id': '6vz9kIJB249V5DbMMH0WZA', 'name': 'Solvekin', 'type': 'artist', 'uri': 'spotify:artist:6vz9kIJB249V5DbMMH0WZA'}]",0.0367,0.0502,31,"[0.0502, 0.0367]"
1099,Guidance,5,0yONGJjI7GsW6lSVp21A0x,Maidin,spotify:track:0yONGJjI7GsW6lSVp21A0x,https://p.scdn.co/mp3-preview/7ee5540a50b3d70968e012202abf9e724963a5fe?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1tSDjJN9kcDe3A7kBHrbtw'}, 'href': 'https://api.spotify.com/v1/artists/1tSDjJN9kcDe3A7kBHrbtw', 'id': '1tSDjJN9kcDe3A7kBHrbtw', 'name': 'Ruairi Boran', 'type': 'artist', 'uri': 'spotify:artist:1tSDjJN9kcDe3A7kBHrbtw'}]",0.0628,0.0377,32,"[0.0377, 0.0628]"
1100,Guidance,6,1XLmHiKW2ejT24zbWU2PB8,Den første sne,spotify:track:1XLmHiKW2ejT24zbWU2PB8,https://p.scdn.co/mp3-preview/4651bbed2572be4579e04fcdc2b6b92a948a29a1?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2sz7km2YsBT1qNiJjNtg4X'}, 'href': 'https://api.spotify.com/v1/artists/2sz7km2YsBT1qNiJjNtg4X', 'id': '2sz7km2YsBT1qNiJjNtg4X', 'name': 'Christen Strand', 'type': 'artist', 'uri': 'spotify:artist:2sz7km2YsBT1qNiJjNtg4X'}]",0.0665,0.0357,28,"[0.0357, 0.0665]"
1101,Guidance,7,22gr98Shv2qTSX0OnF9L9c,Zendo Relaxation,spotify:track:22gr98Shv2qTSX0OnF9L9c,https://p.scdn.co/mp3-preview/3652ca1ff74393a14abb6bee10bf3ff35df0a63b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0eGpzO3YMOyEZRsrwH3Np8'}, 'href': 'https://api.spotify.com/v1/artists/0eGpzO3YMOyEZRsrwH3Np8', 'id': '0eGpzO3YMOyEZRsrwH3Np8', 'name': 'Advaitas', 'type': 'artist', 'uri': 'spotify:artist:0eGpzO3YMOyEZRsrwH3Np8'}]",0.0209,0.0355,29,"[0.0355, 0.0209]"
1102,Guidance,8,50yqpubP5U5w03w6EisVIL,Perpetual,spotify:track:50yqpubP5U5w03w6EisVIL,https://p.scdn.co/mp3-preview/c228a8ef91c9b8127dd34c995ec270b4f225086e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/35PZNZuBewGvF2MycMMNNa'}, 'href': 'https://api.spotify.com/v1/artists/35PZNZuBewGvF2MycMMNNa', 'id': '35PZNZuBewGvF2MycMMNNa', 'name': 'Ethan Beckett', 'type': 'artist', 'uri': 'spotify:artist:35PZNZuBewGvF2MycMMNNa'}]",0.168,0.077,32,"[0.077, 0.168]"
1103,Guidance,9,5Mbb4qzhwX97YkUz49sB5I,Optimum,spotify:track:5Mbb4qzhwX97YkUz49sB5I,https://p.scdn.co/mp3-preview/98c2bd24122d3e2108b09ba111ba18429152def1?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2EdSpaErGLHPup1znOQLUG'}, 'href': 'https://api.spotify.com/v1/artists/2EdSpaErGLHPup1znOQLUG', 'id': '2EdSpaErGLHPup1znOQLUG', 'name': 'Devi Rubio', 'type': 'artist', 'uri': 'spotify:artist:2EdSpaErGLHPup1znOQLUG'}]",0.113,0.0638,32,"[0.0638, 0.113]"
1104,Guidance,11,6Z0bhFmDcqYGrGESEWoA3k,Pashupatinath,spotify:track:6Z0bhFmDcqYGrGESEWoA3k,https://p.scdn.co/mp3-preview/91e33baf15d9120f7403e26e54a9652a1a5ccf04?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5CPOQB9qV7OrmvJGkdTPBI'}, 'href': 'https://api.spotify.com/v1/artists/5CPOQB9qV7OrmvJGkdTPBI', 'id': '5CPOQB9qV7OrmvJGkdTPBI', 'name': 'Dream Relaxation', 'type': 'artist', 'uri': 'spotify:artist:5CPOQB9qV7OrmvJGkdTPBI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Sw7apSfJYG2az3NKwzZfy'}, 'href': 'https://api.spotify.com/v1/artists/5Sw7apSfJYG2az3NKwzZfy', 'id': '5Sw7apSfJYG2az3NKwzZfy', 'name': 'Il Gaucho', 'type': 'artist', 'uri': 'spotify:artist:5Sw7apSfJYG2az3NKwzZfy'}]",0.084,0.0394,32,"[0.0394, 0.084]"
